name,module,file,line,first_tactic,n_tokens,truncated,surprise_given,mean_surprise,surprise_alone,pmi,mean_pmi,max_incongruity,first_step_surprise,max_rank
W_not_involution_on_three,Operators.Algebra,formal/Operators/Algebra.lean,46,rw,16,0,7.790719509124756,0.48691996932029724,117.10847473144531,109.31775665283203,6.832359790802002,0.6537472009658813,1.2368463277816772,10
dropLast_snoc,Operators.DigitDerivative,formal/Operators/DigitDerivative.lean,12,induction,28,0,22.601016998291016,0.8071792125701904,161.5799560546875,138.97894287109375,4.963533673967634,4.163601398468018,0.6370052099227905,5
evalMSD_dropLSD,Operators.DigitDerivative,formal/Operators/DigitDerivative.lean,31,unfold,99,0,62.24981689453125,0.628786027431488,372.2845764160156,310.0347595214844,3.1316642375907513,2.8208537101745605,4.1384053230285645,24
D_after_S,Operators.DigitDerivative,formal/Operators/DigitDerivative.lean,44,simp,11,0,7.995237827301025,0.7268398404121399,97.79412078857422,89.79888153076172,8.163534684614701,3.858285427093506,1.8013672828674316,4
eval_D_after_S,Operators.DigitDerivative,formal/Operators/DigitDerivative.lean,47,simp,8,0,7.879441738128662,0.9849302172660828,70.048583984375,62.16914367675781,7.771142959594727,4.469677448272705,0.9973391890525818,5
N_commutes_D,Operators.DigitDerivative,formal/Operators/DigitDerivative.lean,58,simp,11,0,6.682314872741699,0.6074832081794739,99.84075927734375,93.158447265625,8.468949751420455,3.9381699562072754,0.606855034828186,4
reconstruct_step,Operators.DigitDerivative,formal/Operators/DigitDerivative.lean,66,simpa,21,0,22.094905853271484,1.0521384477615356,158.76309204101562,136.66818237304688,6.508008684430804,4.522940635681152,6.268805503845215,15
evalPoly_reverse_three,Operators.Polynomial,formal/Operators/Polynomial.lean,37,unfold,23,0,16.843059539794922,0.732306957244873,183.61631774902344,166.77325439453125,7.251011060631794,3.742832899093628,4.232940673828125,11
evalPoly_reverse_one,Operators.Polynomial,formal/Operators/Polynomial.lean,50,unfold,42,0,27.027137756347656,0.6435033082962036,261.23681640625,234.20968627929688,5.5764211018880205,4.683272361755371,0.18624283373355865,21
mapNeg_involutive,Operators.Shift,formal/Operators/Shift.lean,16,induction,35,0,32.63196563720703,0.9323418736457825,188.4824676513672,155.85049438476562,4.45287126813616,3.896493911743164,1.6020866632461548,13
eval_mapNeg_involutive,Operators.Shift,formal/Operators/Shift.lean,23,simp,10,0,7.7849555015563965,0.7784955501556396,87.55262756347656,79.76766967773438,7.976766967773438,2.945768117904663,1.6667675971984863,4
N_commutes_S_word,Operators.Shift,formal/Operators/Shift.lean,27,simp,14,0,24.133630752563477,1.7238308191299438,123.7327880859375,99.59915924072266,7.114225660051618,7.320046901702881,1.690424919128418,172
eval_N_commutes_S,Operators.Shift,formal/Operators/Shift.lean,31,rw,10,0,6.9049272537231445,0.6904927492141724,91.97720336914062,85.07227325439453,8.507227325439453,3.233436107635498,1.8323907852172852,4
W_after_S,Operators.Shift,formal/Operators/Shift.lean,36,simpa,16,0,21.072174072265625,1.3170108795166016,141.42864990234375,120.35647583007812,7.522279739379883,3.972181558609009,5.564093589782715,14
addDigit_snd_eq_DZ,Problems.BalancedTernary.DAddResidual,formal/Problems/BalancedTernary/DAddResidual.lean,22,rcases,43,0,33.78599548339844,0.7857208251953125,191.38912963867188,157.60313415527344,3.6651891664017078,3.728029251098633,3.9276576042175293,11
dAdd_eq_addDigit,Problems.BalancedTernary.DAddResidual,formal/Problems/BalancedTernary/DAddResidual.lean,28,rcases,51,0,11.417839050292969,0.22387920320034027,229.03021240234375,217.61236572265625,4.2669091318167895,3.5307374000549316,2.2902603149414062,3
dAdd_repaired,Problems.BalancedTernary.DAddResidual,formal/Problems/BalancedTernary/DAddResidual.lean,35,rw,51,0,52.34324645996094,1.0263382196426392,283.1523742675781,230.8091278076172,4.525669172698376,5.004767894744873,2.117828369140625,8
dAdd_diagonal,Problems.BalancedTernary.DAddResidual,formal/Problems/BalancedTernary/DAddResidual.lean,79,simp,11,0,11.9122314453125,1.0829302072525024,89.63143920898438,77.71920776367188,7.065382523970171,4.145656108856201,0.6567169427871704,8
